4131,9.01944046673e-10,845.73379691,4.02221366158e-19,971.09283628,101772.495232,64.5,1230,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 789.75892343351029, 'mass': 4.5e-26}]",3,1,False,8.62162139067e-09,1
4007,8.74870441786e-10,857.202786469,4.02221366158e-19,971.09283628,101509.776121,69.3,1334,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 789.75892343351029, 'mass': 4.5e-26}]",3,1,False,8.62162139067e-09,1
3816,8.33168356839e-10,858.836267637,4.02221366158e-19,971.09283628,101733.35354,67.0,1308,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 789.75892343351029, 'mass': 4.5e-26}]",3,1,False,8.62162139067e-09,1

frame_no,simulated_duration,average_velocity,total_kinetic_energy,temperature,pressure,average_collisions,collisions on container,gases,dimensions,simulation_method,animation,container_radius,velocity_seed
4022,8.67921034045e-10,922.241073355,4.31501848752e-19,1041.78541823,101552.028865,64.5,1248,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 818.0, 'mass': 4.5e-26}]",3,1,False,8.82594984894e-09,1
3958,8.54110256776e-10,897.687027429,4.31501848752e-19,1041.78541823,101855.799303,69.4,1352,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 818.0, 'mass': 4.5e-26}]",3,1,False,8.82594984894e-09,1
4081,8.80652844341e-10,868.335869607,4.31501848752e-19,1041.78541823,101883.127274,63.85,1245,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 818.0, 'mass': 4.5e-26}]",3,1,False,8.82594984894e-09,1
4051,8.74179042496e-10,932.971119339,4.31501848752e-19,1041.78541823,101873.662355,66.0,1256,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 818.0, 'mass': 4.5e-26}]",3,1,False,8.82594984894e-09,1
3999,8.62957785964e-10,886.805519911,4.31501848752e-19,1041.78541823,101688.414731,71.8,1388,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 818.0, 'mass': 4.5e-26}]",3,1,False,8.82594984894e-09,1

frame_no,simulated_duration,average_velocity,total_kinetic_energy,temperature,pressure,average_collisions,collisions on container,gases,dimensions,simulation_method,animation,container_radius,velocity_seed
